post_id,post_headline,post_summary,post_url,comment_id,comment_ref_id,comment_timestamp,comment_username,comment_replied_to,comment_message
2,b'Seven \xe2\x80\x93 \xce\x95\xcf\x80\xcf\x84\xce\xac \xe2\x80\x93\xc2\xa0Sieben',"b'  Seven. \xce\x95\xcf\x80\xcf\x84\xce\xac. Sieben. It is that time of the year again! Seven years of blogging \xe2\x80\x93 sometimes often, sometimes not so often\xe2\x80\xa6 A few weeks ago, Doug Peterson wrote a post about Starting or Reflecting on a Blog \xe2\x80\x93 and I thought it was great to write on at least some of the points he mentions, and what I have learned in the process of these seven years. There is so uch more to learn \xe2\x80\x93 and share! I will make that seven points \xe2\x80\x93 to keep to the theme of seven : ) Thank you all so much for being with me on this amazing journey, for sharing, for teaching me and helping me become a better educator! \xc2\xa0 \xc2\xa0'",https://vickyloras.wordpress.com/2016/12/09/seven-%ce%b5%cf%80%cf%84%ce%ac-sieben/,5,4,1481345700.0,b'Vicky Loras',b'Marc',"b'Thank you ever so much, Marc! '"
2,b'Seven \xe2\x80\x93 \xce\x95\xcf\x80\xcf\x84\xce\xac \xe2\x80\x93\xc2\xa0Sieben',"b'  Seven. \xce\x95\xcf\x80\xcf\x84\xce\xac. Sieben. It is that time of the year again! Seven years of blogging \xe2\x80\x93 sometimes often, sometimes not so often\xe2\x80\xa6 A few weeks ago, Doug Peterson wrote a post about Starting or Reflecting on a Blog \xe2\x80\x93 and I thought it was great to write on at least some of the points he mentions, and what I have learned in the process of these seven years. There is so uch more to learn \xe2\x80\x93 and share! I will make that seven points \xe2\x80\x93 to keep to the theme of seven : ) Thank you all so much for being with me on this amazing journey, for sharing, for teaching me and helping me become a better educator! \xc2\xa0 \xc2\xa0'",https://vickyloras.wordpress.com/2016/12/09/seven-%ce%b5%cf%80%cf%84%ce%ac-sieben/,6,0,1481345700.0,b'Vicky Loras',b'',"b'Thank you ever so much, Marc! '"
2,b'Seven \xe2\x80\x93 \xce\x95\xcf\x80\xcf\x84\xce\xac \xe2\x80\x93\xc2\xa0Sieben',"b'  Seven. \xce\x95\xcf\x80\xcf\x84\xce\xac. Sieben. It is that time of the year again! Seven years of blogging \xe2\x80\x93 sometimes often, sometimes not so often\xe2\x80\xa6 A few weeks ago, Doug Peterson wrote a post about Starting or Reflecting on a Blog \xe2\x80\x93 and I thought it was great to write on at least some of the points he mentions, and what I have learned in the process of these seven years. There is so uch more to learn \xe2\x80\x93 and share! I will make that seven points \xe2\x80\x93 to keep to the theme of seven : ) Thank you all so much for being with me on this amazing journey, for sharing, for teaching me and helping me become a better educator! \xc2\xa0 \xc2\xa0'",https://vickyloras.wordpress.com/2016/12/09/seven-%ce%b5%cf%80%cf%84%ce%ac-sieben/,7,0,1481330880.0,b'adunsiger',b'',"b'Loved reading this post, Vicky! I\xe2\x80\x99m so glad that you shared your voice here. I agree with Doug\xe2\x80\x99s point as well. I learn so much from blogging and the multiple voices that I \xe2\x80\x9chear\xe2\x80\x9d thanks to blogs. I\xe2\x80\x99m glad that your voice is one of them.Aviva'"
2,b'Seven \xe2\x80\x93 \xce\x95\xcf\x80\xcf\x84\xce\xac \xe2\x80\x93\xc2\xa0Sieben',"b'  Seven. \xce\x95\xcf\x80\xcf\x84\xce\xac. Sieben. It is that time of the year again! Seven years of blogging \xe2\x80\x93 sometimes often, sometimes not so often\xe2\x80\xa6 A few weeks ago, Doug Peterson wrote a post about Starting or Reflecting on a Blog \xe2\x80\x93 and I thought it was great to write on at least some of the points he mentions, and what I have learned in the process of these seven years. There is so uch more to learn \xe2\x80\x93 and share! I will make that seven points \xe2\x80\x93 to keep to the theme of seven : ) Thank you all so much for being with me on this amazing journey, for sharing, for teaching me and helping me become a better educator! \xc2\xa0 \xc2\xa0'",https://vickyloras.wordpress.com/2016/12/09/seven-%ce%b5%cf%80%cf%84%ce%ac-sieben/,8,7,1481345760.0,b'Vicky Loras',b'adunsiger',"b'Thank you so much, Aviva! I am very happy we have connected and always glad to read your posts : )  '"
2,b'Seven \xe2\x80\x93 \xce\x95\xcf\x80\xcf\x84\xce\xac \xe2\x80\x93\xc2\xa0Sieben',"b'  Seven. \xce\x95\xcf\x80\xcf\x84\xce\xac. Sieben. It is that time of the year again! Seven years of blogging \xe2\x80\x93 sometimes often, sometimes not so often\xe2\x80\xa6 A few weeks ago, Doug Peterson wrote a post about Starting or Reflecting on a Blog \xe2\x80\x93 and I thought it was great to write on at least some of the points he mentions, and what I have learned in the process of these seven years. There is so uch more to learn \xe2\x80\x93 and share! I will make that seven points \xe2\x80\x93 to keep to the theme of seven : ) Thank you all so much for being with me on this amazing journey, for sharing, for teaching me and helping me become a better educator! \xc2\xa0 \xc2\xa0'",https://vickyloras.wordpress.com/2016/12/09/seven-%ce%b5%cf%80%cf%84%ce%ac-sieben/,9,0,1481345760.0,b'Vicky Loras',b'',"b'Thank you so much, Aviva! I am very happy we have connected and always glad to read your posts : )  '"
2,b'Seven \xe2\x80\x93 \xce\x95\xcf\x80\xcf\x84\xce\xac \xe2\x80\x93\xc2\xa0Sieben',"b'  Seven. \xce\x95\xcf\x80\xcf\x84\xce\xac. Sieben. It is that time of the year again! Seven years of blogging \xe2\x80\x93 sometimes often, sometimes not so often\xe2\x80\xa6 A few weeks ago, Doug Peterson wrote a post about Starting or Reflecting on a Blog \xe2\x80\x93 and I thought it was great to write on at least some of the points he mentions, and what I have learned in the process of these seven years. There is so uch more to learn \xe2\x80\x93 and share! I will make that seven points \xe2\x80\x93 to keep to the theme of seven : ) Thank you all so much for being with me on this amazing journey, for sharing, for teaching me and helping me become a better educator! \xc2\xa0 \xc2\xa0'",https://vickyloras.wordpress.com/2016/12/09/seven-%ce%b5%cf%80%cf%84%ce%ac-sieben/,10,0,1481373780.0,b'MariaVlachopoulou',b'',"b'I really enjoyed this post, Vicky mou! Blogging is something I have come to love so much, and I owe it all to you! I didn\xe2\x80\x99t dare to start before this challenge on your blog! I may not write so often but every time I do it\xe2\x80\x99s a whole new journey! And yes, I agree with you that sharing thoughts and reading other people\xe2\x80\x99s blogs is part of this journey! Keep blogging, keep inspiring us, educators like you are a shining light to all of us!'"
2,b'Seven \xe2\x80\x93 \xce\x95\xcf\x80\xcf\x84\xce\xac \xe2\x80\x93\xc2\xa0Sieben',"b'  Seven. \xce\x95\xcf\x80\xcf\x84\xce\xac. Sieben. It is that time of the year again! Seven years of blogging \xe2\x80\x93 sometimes often, sometimes not so often\xe2\x80\xa6 A few weeks ago, Doug Peterson wrote a post about Starting or Reflecting on a Blog \xe2\x80\x93 and I thought it was great to write on at least some of the points he mentions, and what I have learned in the process of these seven years. There is so uch more to learn \xe2\x80\x93 and share! I will make that seven points \xe2\x80\x93 to keep to the theme of seven : ) Thank you all so much for being with me on this amazing journey, for sharing, for teaching me and helping me become a better educator! \xc2\xa0 \xc2\xa0'",https://vickyloras.wordpress.com/2016/12/09/seven-%ce%b5%cf%80%cf%84%ce%ac-sieben/,11,10,1481383740.0,b'Vicky Loras',b'MariaVlachopoulou',b'Maria mou! \xce\xa7\xce\xaf\xce\xbb\xce\xb9\xce\xb1 \xce\xb5\xcf\x85\xcf\x87\xce\xb1\xcf\x81\xce\xb9\xcf\x83\xcf\x84\xcf\x8e! You are amazing and I\xe2\x80\x99m so grateful to know you : ) '
2,b'Seven \xe2\x80\x93 \xce\x95\xcf\x80\xcf\x84\xce\xac \xe2\x80\x93\xc2\xa0Sieben',"b'  Seven. \xce\x95\xcf\x80\xcf\x84\xce\xac. Sieben. It is that time of the year again! Seven years of blogging \xe2\x80\x93 sometimes often, sometimes not so often\xe2\x80\xa6 A few weeks ago, Doug Peterson wrote a post about Starting or Reflecting on a Blog \xe2\x80\x93 and I thought it was great to write on at least some of the points he mentions, and what I have learned in the process of these seven years. There is so uch more to learn \xe2\x80\x93 and share! I will make that seven points \xe2\x80\x93 to keep to the theme of seven : ) Thank you all so much for being with me on this amazing journey, for sharing, for teaching me and helping me become a better educator! \xc2\xa0 \xc2\xa0'",https://vickyloras.wordpress.com/2016/12/09/seven-%ce%b5%cf%80%cf%84%ce%ac-sieben/,12,0,1481383740.0,b'Vicky Loras',b'',b'Maria mou! \xce\xa7\xce\xaf\xce\xbb\xce\xb9\xce\xb1 \xce\xb5\xcf\x85\xcf\x87\xce\xb1\xcf\x81\xce\xb9\xcf\x83\xcf\x84\xcf\x8e! You are amazing and I\xe2\x80\x99m so grateful to know you : ) '
2,b'Seven \xe2\x80\x93 \xce\x95\xcf\x80\xcf\x84\xce\xac \xe2\x80\x93\xc2\xa0Sieben',"b'  Seven. \xce\x95\xcf\x80\xcf\x84\xce\xac. Sieben. It is that time of the year again! Seven years of blogging \xe2\x80\x93 sometimes often, sometimes not so often\xe2\x80\xa6 A few weeks ago, Doug Peterson wrote a post about Starting or Reflecting on a Blog \xe2\x80\x93 and I thought it was great to write on at least some of the points he mentions, and what I have learned in the process of these seven years. There is so uch more to learn \xe2\x80\x93 and share! I will make that seven points \xe2\x80\x93 to keep to the theme of seven : ) Thank you all so much for being with me on this amazing journey, for sharing, for teaching me and helping me become a better educator! \xc2\xa0 \xc2\xa0'",https://vickyloras.wordpress.com/2016/12/09/seven-%ce%b5%cf%80%cf%84%ce%ac-sieben/,13,0,1481374680.0,b'naomishema',b'',b'HappyBlog- Birthday! Here\xe2\x80\x99s to many more years of blogging! You are so inspiring \xe2\x80\x93 I\xe2\x80\x99ve been ignoring my blog\xe2\x80\x99s birthday\xe2\x80\xa6Keep up the great work!Naomi'
2,b'Seven \xe2\x80\x93 \xce\x95\xcf\x80\xcf\x84\xce\xac \xe2\x80\x93\xc2\xa0Sieben',"b'  Seven. \xce\x95\xcf\x80\xcf\x84\xce\xac. Sieben. It is that time of the year again! Seven years of blogging \xe2\x80\x93 sometimes often, sometimes not so often\xe2\x80\xa6 A few weeks ago, Doug Peterson wrote a post about Starting or Reflecting on a Blog \xe2\x80\x93 and I thought it was great to write on at least some of the points he mentions, and what I have learned in the process of these seven years. There is so uch more to learn \xe2\x80\x93 and share! I will make that seven points \xe2\x80\x93 to keep to the theme of seven : ) Thank you all so much for being with me on this amazing journey, for sharing, for teaching me and helping me become a better educator! \xc2\xa0 \xc2\xa0'",https://vickyloras.wordpress.com/2016/12/09/seven-%ce%b5%cf%80%cf%84%ce%ac-sieben/,14,13,1481383680.0,b'Vicky Loras',b'naomishema',"b'Thank you so much, Naomi! And happy blog birthday to you too \xe2\x80\x93 isn\xe2\x80\x99t it amazing that we share the same one? : ) '"
2,b'Seven \xe2\x80\x93 \xce\x95\xcf\x80\xcf\x84\xce\xac \xe2\x80\x93\xc2\xa0Sieben',"b'  Seven. \xce\x95\xcf\x80\xcf\x84\xce\xac. Sieben. It is that time of the year again! Seven years of blogging \xe2\x80\x93 sometimes often, sometimes not so often\xe2\x80\xa6 A few weeks ago, Doug Peterson wrote a post about Starting or Reflecting on a Blog \xe2\x80\x93 and I thought it was great to write on at least some of the points he mentions, and what I have learned in the process of these seven years. There is so uch more to learn \xe2\x80\x93 and share! I will make that seven points \xe2\x80\x93 to keep to the theme of seven : ) Thank you all so much for being with me on this amazing journey, for sharing, for teaching me and helping me become a better educator! \xc2\xa0 \xc2\xa0'",https://vickyloras.wordpress.com/2016/12/09/seven-%ce%b5%cf%80%cf%84%ce%ac-sieben/,15,0,1481383680.0,b'Vicky Loras',b'',"b'Thank you so much, Naomi! And happy blog birthday to you too \xe2\x80\x93 isn\xe2\x80\x99t it amazing that we share the same one? : ) '"
2,b'Seven \xe2\x80\x93 \xce\x95\xcf\x80\xcf\x84\xce\xac \xe2\x80\x93\xc2\xa0Sieben',"b'  Seven. \xce\x95\xcf\x80\xcf\x84\xce\xac. Sieben. It is that time of the year again! Seven years of blogging \xe2\x80\x93 sometimes often, sometimes not so often\xe2\x80\xa6 A few weeks ago, Doug Peterson wrote a post about Starting or Reflecting on a Blog \xe2\x80\x93 and I thought it was great to write on at least some of the points he mentions, and what I have learned in the process of these seven years. There is so uch more to learn \xe2\x80\x93 and share! I will make that seven points \xe2\x80\x93 to keep to the theme of seven : ) Thank you all so much for being with me on this amazing journey, for sharing, for teaching me and helping me become a better educator! \xc2\xa0 \xc2\xa0'",https://vickyloras.wordpress.com/2016/12/09/seven-%ce%b5%cf%80%cf%84%ce%ac-sieben/,16,0,1481395080.0,b'aphrogranger',b'',b'YOU were the reason I started blogging and I\xe2\x80\x99ll never forget this!I do miss you! Keep inspiring!'
2,b'Seven \xe2\x80\x93 \xce\x95\xcf\x80\xcf\x84\xce\xac \xe2\x80\x93\xc2\xa0Sieben',"b'  Seven. \xce\x95\xcf\x80\xcf\x84\xce\xac. Sieben. It is that time of the year again! Seven years of blogging \xe2\x80\x93 sometimes often, sometimes not so often\xe2\x80\xa6 A few weeks ago, Doug Peterson wrote a post about Starting or Reflecting on a Blog \xe2\x80\x93 and I thought it was great to write on at least some of the points he mentions, and what I have learned in the process of these seven years. There is so uch more to learn \xe2\x80\x93 and share! I will make that seven points \xe2\x80\x93 to keep to the theme of seven : ) Thank you all so much for being with me on this amazing journey, for sharing, for teaching me and helping me become a better educator! \xc2\xa0 \xc2\xa0'",https://vickyloras.wordpress.com/2016/12/09/seven-%ce%b5%cf%80%cf%84%ce%ac-sieben/,17,16,1481395260.0,b'Vicky Loras',b'aphrogranger',b'APHRO MOU!!!! I miss you too! Thank you so so much and what an amazing blogger you are! I will also never forget my visit to your lovely classes and all your children! My love to you and the kids! '
2,b'Seven \xe2\x80\x93 \xce\x95\xcf\x80\xcf\x84\xce\xac \xe2\x80\x93\xc2\xa0Sieben',"b'  Seven. \xce\x95\xcf\x80\xcf\x84\xce\xac. Sieben. It is that time of the year again! Seven years of blogging \xe2\x80\x93 sometimes often, sometimes not so often\xe2\x80\xa6 A few weeks ago, Doug Peterson wrote a post about Starting or Reflecting on a Blog \xe2\x80\x93 and I thought it was great to write on at least some of the points he mentions, and what I have learned in the process of these seven years. There is so uch more to learn \xe2\x80\x93 and share! I will make that seven points \xe2\x80\x93 to keep to the theme of seven : ) Thank you all so much for being with me on this amazing journey, for sharing, for teaching me and helping me become a better educator! \xc2\xa0 \xc2\xa0'",https://vickyloras.wordpress.com/2016/12/09/seven-%ce%b5%cf%80%cf%84%ce%ac-sieben/,18,0,1481395260.0,b'Vicky Loras',b'',b'APHRO MOU!!!! I miss you too! Thank you so so much and what an amazing blogger you are! I will also never forget my visit to your lovely classes and all your children! My love to you and the kids! '
